epoch,train_loss,val_loss
1,3.0274407478192678,0.02828223630785942
2,2.9730820301920176,0.013607779517769814
3,2.9622689534981665,0.0078073423355817795
4,2.9470195403465858,0.006301905494183302
5,2.947556814035544,0.004556848201900721
6,2.928329169177092,0.011625745333731174
7,2.9229219568033633,0.007209588773548603
8,2.9070870247311316,0.006292609963566065
9,2.901544362664796,0.01142783835530281
10,2.8963334266132175,0.004604819230735302
11,2.878105751220853,0.00620260089635849
12,2.8691383025322397,0.008951632305979729
13,2.8696364655893727,0.01244382280856371
14,2.858752272450007,0.022648608312010765
15,2.843655950515173,0.013896449469029903
16,2.8328230866553405,0.009141516871750355
17,2.8171594286194215,0.036374304443597794
18,2.810564450185316,0.0034883751068264246
19,2.810415857578986,0.00499154394492507
20,2.79787398260445,0.008059590123593807
21,2.794748906332713,0.004641493316739798
22,2.7846219908052054,0.0073233419097959995
23,2.7773215094079764,0.006378427613526583
24,2.7681107999792753,0.015126798301935196
25,2.766134979149613,0.04746462404727936
26,2.755041680746497,0.0794566348195076
27,2.742441415715103,0.12230456620454788
28,2.734615589474113,0.04332562908530235
29,2.7256592041275534,0.0680086687207222
30,2.7191423541293123,0.18400806188583374
31,2.7292374165083926,0.13466595113277435
32,2.7168914274885676,0.04127763956785202
33,2.723794458577266,0.08552905172109604
34,2.712494475892387,0.08921679109334946
35,2.708571574059673,0.08500038832426071
36,2.701615402367539,0.06552993506193161
37,2.6951952466848663,0.07781364023685455
38,2.6905160475379,0.05842455476522446
39,2.6834973979812977,0.0726081058382988
40,2.6788944049845806,0.07101009786128998
41,2.6750872748402448,0.11320629715919495
42,2.672360426226917,0.10855190455913544
43,2.6713636378721834,0.08097843080759048
44,2.6684168644177797,0.2496698498725891
45,2.666464976214159,0.19396761059761047
46,2.663897450690946,0.34736168384552
47,2.6617709430865943,0.287602961063385
48,2.6611292944289744,0.11561425030231476
49,2.656753238612929,0.11309164017438889
50,2.6755983556549134,0.10302068293094635
51,2.6608556676476907,0.08664444088935852
52,2.6573020310606807,0.1953456848859787
53,2.6546929757504794,0.2252303808927536
54,2.654037252892382,0.16087572276592255
55,2.651751060038805,0.14220131933689117
56,2.650754646308577,0.13065218925476074
57,2.649406424884756,0.4075751304626465
58,2.648480532798343,0.15417101979255676
59,2.6469703181467663,0.1476251184940338
60,2.6455323574706338,0.23561599850654602
61,2.644139807796679,0.13880544900894165
62,2.6429491367800018,0.13410106301307678
63,2.641904344746413,0.2323489636182785
64,2.6412861646654515,0.5003350973129272
65,2.6411941858689088,0.10385222733020782
66,2.6399268752429634,0.1255592703819275
67,2.639281002392706,0.1572500765323639
68,2.6386789000557305,0.14579500257968903
69,2.638168837570657,0.20376527309417725
70,2.6376188611790825,0.157746359705925
71,2.637027708061326,0.26128435134887695
72,2.6365550639322746,0.2724148631095886
73,2.636062537570699,0.17030832171440125
74,2.635325312990552,0.13918474316596985
75,2.634926582417952,0.21214339137077332
76,2.6346339717543183,0.17625974118709564
77,2.6343955570796074,0.12819033861160278
78,2.634087743416715,0.1393609493970871
79,2.63377321507925,0.21287372708320618
80,2.6335557281362036,0.2717227339744568
81,2.6333509614655317,0.07087932527065277
82,2.6328748908216277,0.13521121442317963
83,2.6326682526224223,0.28900277614593506
84,2.6324820922007066,0.23246152698993683
85,2.63214236492506,0.15826472640037537
86,2.6319636625882525,0.19894368946552277
87,2.6318471307257334,0.18728680908679962
88,2.6317157949356793,0.11203382909297943
89,2.6315539576686344,0.13626937568187714
90,2.6314047708068617,0.16293171048164368
91,2.631268018999925,0.14082498848438263
92,2.631134593590664,0.2959003150463104
93,2.631018146406859,0.20370399951934814
94,2.630865487234237,0.13892093300819397
95,2.63068214409913,0.24044665694236755
96,2.6305871990401872,0.4236304461956024
97,2.630533325897816,0.2270258367061615
