,0,1
0,train_loss,val_loss
1,12777.85100435882,732.4983409751545
2,12683.499009766269,707.7029686407609
3,12618.85091617057,744.072778951038
4,12625.254681773045,633.5726266991009
5,12942.411944059619,583.2296184856783
6,12211.924349566707,695.0494178340516
7,12019.309027580563,552.5329339185053
8,12569.850410579196,556.2206020212986
9,12290.809536945686,551.0378475035964
10,11634.513447436393,510.64554828676313
11,11498.66809884383,496.85671555386347
12,11445.258851812332,494.11546771152115
13,11368.737623276216,506.0822606540539
14,11330.0223394719,487.08773366226393
15,22803.39984899036,519.617026145824
16,13799.194151651598,536.7320568019694
17,11345.591669859026,485.6542018838227
18,11333.539546048734,512.3790973912586
19,11335.969209860152,485.1587534374134
20,11274.62798082637,494.6644187569618
21,11454.907735103356,554.838943711736
22,11347.778085807,493.0712580081414
23,11262.423722099038,486.4559294029393
24,11240.81460079401,481.814987486059
25,45169.141891996296,509.03074750473553
26,11317.223090281283,492.49830783429474
27,11330.628802660747,479.8902973911979
28,11279.223000791168,482.79589126885617
29,11245.525583812878,489.65125802023846
30,11264.297840288784,487.6628804169595
31,11258.313612188766,575.4072162089022
32,11250.753484252045,493.8605410065502
33,11254.559769644202,523.1467102061619
34,11225.792154666982,503.6641028222035
35,11248.647869234566,485.87212561003184
36,11247.295914563772,492.7031594613059
37,11195.413265364505,493.13122755983335
38,11191.809064481626,496.4328382790766
39,11258.741272393992,492.1881633790379
40,11170.771170007853,487.9777382107621
41,11164.464648997238,517.2492556236684
42,11171.481118356955,485.2145819139074
43,11156.295105000396,487.8758155852556
44,11143.99229399128,507.2889451387931
45,11118.92091191768,478.2047192837027
46,11112.197792916162,494.70000872828746
47,11137.773106406406,483.6418527127667
48,11066.018500886703,521.5752483098345
49,11112.750113679338,519.1456571512601
50,11091.819914267755,494.17023332484746
51,11083.764565523106,512.8928511928428
52,11104.120715524678,480.13052396171474
53,11066.427085076837,485.4864077838984
54,11071.500601859672,485.84811686690557
55,11029.590396959567,483.0194132013077
56,11067.145838884988,502.3704127354378
57,11027.638984112362,489.92229165102947
