epoch,train_loss,val_loss
1,1.6210614279485667,0.05665649026632309
2,1.3766402549181993,0.024782562255859376
3,1.4923962427733035,0.04057219699025154
4,1.334955711204272,0.05616420954465866
5,1.498998380624331,0.03618113659322262
6,1.6404280854532352,0.05281555131077766
7,3.2089783941897063,0.08918416500091553
8,1.0240289568901062,0.1139003723859787
9,1.475166183251601,0.07703638821840286
10,2.1917721775288763,0.007953614369034767
11,1.8413029634035551,0.07952666655182838
12,1.3349667397829204,0.05789551585912704
13,1.3175154865647738,0.08997103795409203
14,1.3994741691992834,0.0691453643143177
15,1.2523547721167023,0.8737959742546082
16,1.1035107107689748,0.09551096335053444
17,1.0020938613093817,0.01459778631106019
18,1.2807661022704382,0.12278624922037125
19,1.2223519247311811,0.9200934767723083
20,1.0814132005549395,0.09042936526238918
21,1.5710575508956726,0.017105706967413425
22,1.2267703860281751,0.028596431389451026
23,0.8314240352752117,0.024287143722176552
24,1.2214608486168659,0.018054710142314433
25,0.8505700378893659,0.017439472302794457
26,1.348798780916975,0.2150750294327736
27,1.2064203650045853,0.029956285655498505
28,0.8528292323820866,0.011508158291690052
29,1.6713121687420285,0.04655565209686756
30,1.1244048121600196,0.0133210021071136
31,1.0216988435444923,0.06505330950021744
32,1.0857658204264367,0.007709146104753017
33,1.0846786443144083,0.0449161471799016
34,1.0652009829019125,0.009114676341414451
35,1.0872937677284846,0.017736322060227395
36,1.0086455679713533,0.014516666438430548
37,1.016781284688757,0.019989166781306265
38,1.1392572935527334,0.017644225992262362
39,0.9256557989865541,0.03091297633945942
40,1.4706320061993141,0.00890167336910963
41,0.8881067803416115,0.0069530974607914684
42,0.7887726562240949,0.05885250419378281
43,1.2101063307804556,0.009416101034730673
44,0.8330923025138103,0.01709320805966854
45,1.2918730967033367,0.006398269161581993
46,0.8222940303385258,0.2073690164834261
47,1.1596369779167266,0.044689885526895526
48,1.02042932736759,0.015429437346756458
49,0.980110986265712,0.005080924322828651
50,1.1278848239005759,0.0258484217338264
51,0.9710818185614278,0.022229146026074887
52,1.8149106978940277,0.018848608806729318
53,1.5890781389764295,0.007452967576682568
54,1.3264031217505152,0.0289388470351696
55,1.1477295155278766,0.06311110695824027
56,0.9665297837211535,0.019177855364978312
57,0.9294795804442122,0.008800377137959003
58,1.359951343638106,0.010153466649353505
59,1.1081331963650882,0.03656167536973953
60,0.8526797398136785,0.0047630488872528074
61,1.4632203372625203,0.006718775350600481
62,0.891293272913362,0.028156810626387595
63,1.109269548386622,0.006345273926854134
64,1.9054214889900043,0.0038477153051644565
65,1.0476869268772693,0.05122159644961357
66,1.1736284936061845,0.013930809684097767
67,1.1607786050926034,0.007821120321750641
68,1.4169425314220672,0.01346605522558093
69,0.8777638345849342,0.00842726300470531
70,1.8422298721539287,0.008281320752575993
71,1.4506391246552364,0.04795379638671875
72,1.0553648608665054,0.007624542340636253
73,1.2721953467251017,0.008128987811505794
74,0.930599050847097,0.005732317990623415
75,0.9770681222614187,0.015516597777605057
76,1.0078118472324253,0.016794820316135883
77,1.1627016755608985,0.011365914344787597
78,1.1053983949733754,0.0048338016495108604
79,1.0395172009817684,0.00481209927238524
80,1.4714579687525446,0.011212950758635997
81,0.9487068037359188,0.010346713662147521
82,1.0803256096819847,0.007392394077032805
83,1.2244530021069715,0.012941036373376846
84,1.038806544061607,0.014564210548996925
85,1.6736016732891306,0.007608707807958126
86,1.355394344794779,0.004783253744244575
87,1.1558689481686228,0.005136109213344753
88,1.17253010510467,0.005834199488162994
89,0.8970993756710623,0.004925042251124978
90,0.8548706143807906,0.00697654290124774
91,0.7480881967080327,0.004334175074473023
92,1.1146104199668536,0.0030941272154450415
93,0.7611189419761873,0.0044194281101226805
94,1.4809456754189272,0.006078501744195819
95,1.1652850883726318,0.010087486356496811
96,2.4831479658874183,0.02420266028493643
97,0.9852340636918178,0.007682427577674389
98,1.453492822465845,0.005368405254557729
99,1.1100854978431016,0.005132436286658049
100,1.1039606074695116,0.005774851283058524
101,0.9366849101721667,0.013087140256538987
102,0.9363539279796756,0.006258203834295273
103,1.422833216931814,0.020727967098355293
104,0.8148289968868574,0.01114654541015625
105,1.0864460210387523,0.007316604163497687
106,0.836002165147175,0.00412533301860094
107,0.8025873248071338,0.0040881278924644
108,0.9945566705786265,0.004333374346606434
109,0.9387637028793017,0.004483326897025108
110,1.3072511298187937,0.006675700098276139
111,0.8136244173018405,0.0053538843523710964
112,1.354255159224312,0.007459902018308639
113,0.8623359649836158,0.005206466699019074
