,0,1
0,train_loss,val_loss
1,85790.59835511674,35259.74501875378
2,59678.15960830386,25612.42036819458
3,39581.32301073661,25996.790741479395
4,26070.8502776927,20446.84070789963
5,20828.427901265764,13663.881847953797
6,14317.427944449128,64830.697737312315
7,12896.735887997667,4295.433164004981
8,5762.535854711396,1628.3276322934776
9,5148.016360553154,1357.5841917037965
10,7083.613850093604,8428.624606895446
11,6003.965508453181,14181.935501623153
12,8199.99611369264,7902.063371944428
13,22043.146103571347,3643.5932841300964
14,5084.747013470189,2523.824739599228
15,6887.506660957154,5273.55401968956
16,6782.340652542199,2202.6271373748777
17,5968.317862177156,3517.0395005226137
18,3801.694970166097,10989.498052978515
19,5474.104934928196,5186.3815839469435
20,2626.5167030102566,6159.186507987976
21,1957.7087043230651,4317.145457315445
22,1919.3079927312872,1750.8380422234536
23,2233.3093486268663,1180.60040422678
24,1345.976298244273,1243.7482933521271
25,3567.8538155249557,579.1030570745468
26,1735.586457303313,689.1723767578602
27,2304.011169498084,904.7390041589737
28,1696.9693228885776,1007.4289261817933
29,1309.1986989375673,784.9454175591469
30,1414.0627652396922,1546.1123990654946
31,1964.7437562271546,526.8061615586281
32,783.2194391977591,227.17931196391584
33,1034.8726870388282,1825.708839392662
34,1141.873307017355,828.9427013754845
35,1037.7664305518886,2250.393288773298
36,2529.8295064376352,374.89151253700254
37,2365.9611579544558,486.37914299964905
38,5877.03227122358,792.1013095200062
39,1182.267405239285,222.52687443494796
40,3318.21953277239,880.9712665855884
41,1935.2079989877961,411.69735449552536
42,1143.5208300141608,2416.5126440048216
43,1309.353145352234,370.1934690594673
44,915.1318385899677,1020.702307355404
45,972.4200262665504,867.5339517608285
46,1606.0535640265039,1008.3901631355286
47,1386.9893900086809,275.4617185860872
48,1770.0881852302803,613.3691365897655
49,1737.270588818388,296.7238459961489
50,1006.9856897621452,3659.7228368759156
51,2007.900478137036,146.48082979917527
52,595.2188782180339,424.4736207962036
53,807.306722358032,532.7346579074859
54,438.6655327066006,159.52649255990983
55,330.09925209946647,285.84438737332823
56,313.67789618013416,248.90564379692077
57,332.8163905051827,94.00256966669113
58,361.1576173471419,215.70880375355483
59,305.0948795009496,182.6377030974254
60,426.8454708362741,202.18730070590973
61,232.6474977715521,246.07797179091722
