,0,1
0,train_loss,val_loss
1,5639017.680541992,5074697.75
2,695565.7121505737,1388691.0
3,830125.1353515625,11454370.5
4,1415912.6806396483,2214137.625
5,530798.8628311157,335448.173828125
6,184600.30053710938,259026.3984375
7,53393.01032104492,1411941.9375
8,297852.33676757815,875905.265625
9,311820.8990871191,20685.37939453125
10,149524.67407848834,354643.640625
11,241927.1564300537,593904.859375
12,162068.1807510376,635118.125
13,105528.65017089844,1783739.25
14,205308.05140609742,175787.6015625
15,116939.57223041057,56743.3662109375
16,101254.25999134182,258698.50421142578
17,228636.75451660156,196454.01953125
18,226097.37256317138,1786936.09375
19,366742.74358978274,86085.990234375
20,189185.30577341616,170391.0390625
21,137332.68189487458,165150.818359375
22,141282.76181030273,9507.70962524414
23,87147.3253326416,38458.998138427734
24,50251.337297058104,29957.320068359375
25,51923.26037640571,24129.92657470703
26,48484.58207244873,444373.46875
27,119171.05891113282,43395.56689453125
28,151930.97201976777,254618.5703125
29,76752.6147644043,500265.765625
30,155772.63504018783,322247.15625
31,73991.81774375439,286162.90625
32,157246.37250328064,815997.40625
33,64721.215669441226,183639.5234375
34,49708.81357345581,45231.01062011719
35,31271.445826721192,138913.09375
36,30622.316284179688,134817.3046875
37,72984.67814331055,108240.41796875
38,37602.78347771168,6878.6405029296875
39,36382.82465858459,219937.484375
40,38387.615697097775,3770.9220275878906
41,31798.49267272949,3115.4228515625
42,27230.821614837645,2923.8091028928757
43,9975.472631835937,65244.580078125
44,31672.75689020157,145714.4375
45,51330.61845741272,79044.52734375
46,19547.162138652802,12321.40478515625
47,19292.475071716308,2770.4763793945312
48,21996.176933813094,3604.4723205566406
49,19893.84422683716,12546.261169433594
50,12964.386557006836,9070.802825927734
51,23792.99889526367,4368.6473388671875
52,15035.282700526714,32987.427734375
53,14125.900875854491,10574.63525390625
54,9704.286209011078,956.4047241210938
55,9348.703006976843,18982.320068359375
56,26717.61766204834,17141.8369140625
57,11292.139070653915,3490.3071823120117
58,9153.023782539367,9787.906677246094
59,9299.54309978485,47181.369140625
60,77946.59478750228,58061.98046875
61,17371.64338645935,8254.35400390625
62,8119.055622315407,158.74269676208496
63,12883.895146751403,391.12684631347656
64,6898.158300209046,1838.2196960449219
65,6508.504254293442,17932.83935546875
66,13220.067074012757,4830.930198669434
67,11076.896005249024,17547.1953125
68,9960.284709167481,58046.2783203125
69,16067.173163986206,65550.5
70,10204.006196594239,20911.416015625
71,27029.64055480957,142014.9765625
