epoch,train_loss,val_loss
1,1.1181420345391546,0.5193686162432035
2,1.0656285841550146,0.5446200172106425
3,1.049490018508264,0.524290439983209
4,1.0270423193063054,0.5203239967425665
5,1.0105499055768763,0.5062513202428818
6,0.9949306640241827,0.4985796548426151
7,0.9829821010785443,0.5133141403396925
8,0.9727349977408136,0.5074010888735453
9,0.9637960771364825,0.5100391755501429
10,0.9555599616042205,0.5080115323265394
11,0.9493972397276333,0.50225929915905
12,0.94349814504385,0.49959688633680344
13,0.9367124531950269,0.5048900619149208
14,0.9355272425072534,0.5155512243509293
15,0.9432776251009533,0.5148866499463717
16,0.928164706485612,0.5081066265702248
17,0.9218607412917273,0.5104915077487627
18,0.9168574618441718,0.512529082596302
19,0.9161043111767088,0.5091403126716614
20,0.9128071452890124,0.5100376829504967
21,0.9118294290133885,0.5090551301836967
22,0.911248032961573,0.5143872275948524
23,0.9076405501791409,0.5133926545580229
24,0.9039809090750558,0.5565672690669695
25,0.9088418407099588,0.510299618045489
26,0.9040126968707357,0.5125593816240629
27,0.9009536600538662,0.5139457359910011
28,0.8986668448363032,0.5170817573865255
29,0.8982148781418801,0.5182127555211385
30,0.8953590712377003,0.516758161286513
31,0.8930940330028534,0.5167092308402061
32,0.8925086304545402,0.5188016667962074
33,0.8906709911567824,0.5280735890070597
34,0.8912956480469022,0.5361030648152033
35,0.8875942334532738,0.5185507610440254
36,0.885575706405299,0.5155525927742323
37,0.8874128403408187,0.5274932930866877
38,0.8837469716157232,0.5290909707546234
39,0.8850186316030366,0.5346871639291445
40,0.8782364264130592,0.5313306252161661
41,0.8757006245000022,0.527030698955059
42,0.8777468087417739,0.5377114911874136
43,0.8740263904844011,0.5213369230429331
44,0.8728970038039344,0.5272705778479576
45,0.8714572550995009,0.5508667677640915
46,0.8706343308091163,0.5198434293270111
47,0.8678665318659373,0.5166396051645279
48,0.8669439313667161,0.5325364942351977
49,0.8650705096977097,0.5494038214286169
50,0.8691146963409015,0.5286548957228661
51,0.8634597691042083,0.5310829554994901
52,0.8621762077723231,0.5260111639897028
53,0.8613838874867984,0.5317787230014801
54,0.8609206099595342,0.5343325510621071
55,0.8599989288619586,0.5290336733063062
56,0.859282891026565,0.5289516498645147
57,0.8582457576479231,0.5358832329511642
58,0.85772860539811,0.5281187941630682
59,0.8580342954822949,0.5311847552657127
60,0.8558549806475639,0.53594837586085
61,0.8570905127695628,0.5412834559877714
62,0.8550610642348017,0.542412057518959
63,0.8540688838277545,0.5433256228764852
64,0.8540008076599666,0.5443920542796453
65,0.8539030447602272,0.542365829149882
66,0.8536065280437469,0.5426241457462311
67,0.8527543778930392,0.5435397128264109
68,0.8525233200618199,0.5417770693699518
69,0.8519769323723657,0.5409473230441412
70,0.8521328274692808,0.5395867899060249
71,0.851753528203283,0.5417216469844183
72,0.8511540538498333,0.5434321214755377
73,0.8509101754852704,0.5437268068393072
74,0.8505694150924683,0.5429133276144663
75,0.8504978522658349,0.5468574861685435
76,0.8504487471921104,0.5452447533607483
77,0.8502801575831005,0.5439084619283676
78,0.8499913294400487,0.5428698509931564
79,0.84999537893704,0.5473270465930303
80,0.8499466947146824,0.5426243642965952
81,0.8496985145977565,0.5453575899203619
82,0.8496192329696246,0.5453811834255854
83,0.8493974508983748,0.5445428838332494
84,0.8492483498794692,0.5454426358143488
85,0.8491946535451071,0.5472869972387949
86,0.8491012222000531,0.5456207593282064
87,0.8489883869886399,0.546205739180247
88,0.8490275915179933,0.5443673233191172
89,0.8489188004817282,0.5469691554705302
90,0.8487720542720386,0.5484194606542587
91,0.8487610355019569,0.5468311309814453
92,0.848774428665638,0.5449751764535904
93,0.8487120266471591,0.5458271155754725
94,0.8485013895801136,0.5452179710070292
95,0.8485514080950192,0.5470399657885233
96,0.8484549458537783,0.5466133852799734
97,0.8483546312366214,0.5471341212590536
98,0.8482250903333937,0.549172560373942
99,0.848315786251,0.5466529875993729
100,0.8484096950718335,0.5478291511535645
