,0,1
0,train_loss,val_loss
1,79788374.91313477,2642487.625
2,2620889.7760986327,255138.74609375
3,699868.749584961,676451.625
4,315952.41373443604,229793.490234375
5,59342.532835388185,689384.8591308594
6,292909.4344207764,439562.80859375
7,374999.1885104656,334965.04296875
8,249095.60051341058,243110.3095703125
9,119979.49201148748,210540.67602539062
10,100243.777937001,143674.671875
11,64077.13766784668,223162.04272460938
12,90589.74713134766,240472.4833984375
13,170441.33444519044,303801.0078125
14,228813.1749267578,995379.34375
15,157409.07909698487,512337.703125
16,333607.41455078125,107740.09423828125
17,108734.99494223595,171403.2119140625
18,53960.644118261334,370914.28515625
19,278574.96741027833,169918.29138183594
20,55495.895829200745,81876.34765625
21,151953.88443603515,110306.05078125
22,48960.918756103514,220759.1302318573
23,56411.69106721878,79254.4228515625
24,94390.13630981445,122898.21337890625
25,62146.37191810608,72712.16015625
26,37196.538953018186,149959.71380615234
27,32180.61966981888,95455.9365234375
28,40426.19852142334,205998.697265625
29,94469.58426513671,39866.642578125
30,67371.61472167968,180231.5927734375
31,102061.16032714843,121055.15576171875
32,60743.57329940796,70059.400390625
33,101788.66007232666,139752.0540060997
34,31792.91453704834,85775.87109375
35,57298.459438323975,350918.400390625
36,69784.21852493286,142993.28857421875
37,30298.943644058705,96851.9794921875
38,41968.53380937576,104526.654296875
39,30547.47465209961,138390.2958984375
40,95454.15831375122,336155.076171875
41,64503.03064727783,141550.81689453125
42,23641.871468663216,110470.443359375
43,42181.22309570313,106812.7392578125
44,44312.244260787964,83985.10546875
45,36172.20263214111,107414.8701171875
46,52775.271250915524,176812.0463256836
47,22888.140253448488,94168.7255859375
48,37973.77806518078,94294.17578125
49,24313.383292484283,114293.04296875
50,73700.32021179199,93582.3427734375
51,32427.501836395262,86567.658203125
52,43134.20452270508,105419.20703125
53,23000.63718085736,113255.58642578125
54,29007.176501464844,149553.86238098145
55,40558.79905776978,111107.3359375
56,30462.92701320648,123437.38977050781
57,24304.937915098668,120146.17272949219
58,18530.46002789736,120917.19610595703
59,34608.33241157532,109390.625
60,17677.217101192473,100999.1865234375
61,21194.33601703644,90223.3681640625
62,30570.27409439087,93895.1826171875
63,18688.049249267577,98973.3779296875
64,41645.98522491455,102017.2099609375
65,26492.41072974205,95746.22998046875
66,26450.61111469269,100091.45556640625
67,9855.17620420456,99004.51220703125
68,24069.24995698929,91442.1435546875
69,28982.729120254517,93911.33203125
70,32491.21550216675,83373.2080078125
71,21776.194673347472,93996.037109375
72,26848.271656036377,97832.7529296875
73,20045.077264976502,99864.76953125
74,21895.727381896973,96223.4140625
75,28900.462994384765,105753.75634765625
76,33388.507800865176,125770.18505859375
77,26820.827282625436,105617.259765625
78,41441.811635398866,99531.18505859375
79,21222.95499844551,106610.60888671875
80,27130.752929496764,107113.46362304688
81,23695.323585510254,99824.1083984375
82,23455.25307312012,95500.82373046875
83,30596.331645441056,96698.7666015625
84,23351.94691352844,109225.94921875
85,14784.62711238861,102960.21166992188
86,24833.354598236085,96748.76953125
87,17949.665815294535,96710.07373046875
88,27141.434491729735,100283.36376953125
89,20145.85112762451,101872.15356445312
90,22746.37174091339,102185.35791015625
91,25077.86364810504,102670.41528320312
92,19299.753772890566,102382.55493164062
93,21142.723696899415,94357.0234375
94,19247.20963665247,88593.0
95,17353.539754581452,88994.3828125
96,20190.677711677552,90130.16845703125
97,23698.341060256957,91617.44287109375
98,25283.893844604492,93123.17236328125
99,20272.120920562746,94495.330078125
100,20194.38084602356,94777.1103515625
